,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_ESTADOCIVIL,ESTU_GRADUO_BACHILLER,ESTU_FECHAGRADOBACHILLER,ESTU_MES_TERMINOBACHILLER,ESTU_ANO_TERMINOBACHILLER,ESTU_ANO_EXAMENESTADO_SB11,ESTU_SEMESTRE_EXAMENESTADOSB11,ESTU_PORCENTAJECREDITOSAPROB,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,ESTU_TOMO_CURSOPREPARACION,ESTU_CURSODOCENTESIES,ESTU_CURSOIESAPOYOEXTERNO,ESTU_CURSOIESEXTERNA,ESTU_SIMULACROTIPOICFES,ESTU_ACTIVIDADREFUERZOAREAS,ESTU_ACTIVIDADREFUERZOGENERIC,ESTU_SEMESTRECURSA,ESTU_ULTIMOGRADOAPROBO,ESTU_ANOTERMINOULTIMOGRADO,FAMI_HOGARACTUAL,FAMI_CABEZAFAMILIA,FAMI_NUMPERSONASACARGO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_OCUPACIONPADRE,FAMI_OCUPACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_NIVEL_SISBEN,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_PISOS_HOGAR,FAMI_TIENEINTERNET,FAMI_TIENE_SERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENE_MICROONDAS,FAMI_TIENE_HORNO,FAMI_TIENEAUTOMOVIL,FAMI_TIENE_DVD,FAMI_TIENE_NEVERA,FAMI_TIENE_CELULAR,FAMI_TELEFONO,FAMI_INGRESO_FMILIAR_MENSUAL,ESTU_TRABAJA_ACTUALMENTE,ESTU_HORASSEMANATRABAJA,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,GRUPOREFERENCIA,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_PRGM_DEPARTAMENTO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,INST_CARACTER_ACADEMICO,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_INGLES_DESEM,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,ESTU_ETNIA,ESTU_LIMITA_MOTRIZ,ESTU_LIMITA_INVIDENTE,ESTU_LIMITA_SORDOCONINTERPRETE,ESTU_LIMITA_SORDOSININTERPRETE,ESTU_LIMITA_SORDOCEGUERA,ESTU_VECESPRESENTOEXAMEN,TOTAL,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD
10,M,30/06/1989,20131,EK201310024825,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 500 mil y menos de 1 millón,No,No,Si,No,,,,,,,,11,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,INGENIERIA INDUSTRIAL,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,15.9,12.8,11.5,14.4,B+,12.3,7.0,,,,,,,,73.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
11,M,20/03/1992,20133,EK201330044651,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Entre el 81% y el 90%,No pagó matrícula,,,,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,09,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Postgrado,Empresario,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,JURISPRUDENCIA,DERECHO,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,13.6,12.3,14.0,15.0,B+,12.0,7.0,,,,,,,,73.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
12,M,29/12/1990,20133,EK201330083768,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,,,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,08,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Empleado de nivel auxiliar o administrativo,Estrato 2,No está clasificada por el SISBEN,Cuatro,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA AMBIENTAL,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,11.0,14.0,15.0,B+,12.1,7.0,,,,,,,,73.6,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
13,M,11/02/1991,20131,EK201310057389,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2009.0,2009.0,Primer semestre,Más del 90%,Más de 5 millones,No,No,Si,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,08,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Pequeño empresario,Estrato 4,No está clasificada por el SISBEN,Tres,Dos,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.0,11.7,13.7,14.9,B+,12.2,7.0,,,,,,,,73.5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
14,F,03/04/1991,20133,EK201330042338,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Más del 90%,Más de 5 millones,No,No,Si,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,09,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional incompleta,Director o Gerente General,Hogar,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-BOGOTÁ D.C.,ADMINISTRACION DE EMPRESAS,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,INSTITUCIÓN UNIVERSITARIA,NO OFICIAL - FUNDACIÓN,13.6,14.2,11.3,15.0,B+,12.4,7.0,,,,,,,,73.5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
15,M,16/11/1992,20133,EK201330041671,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,Si,,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,08,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica completa,Técnica o tecnológica completa,Trabajador por cuenta propia,Trabajador por cuenta propia,Estrato 3,No está clasificada por el SISBEN,Dos,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA INDUSTRIAL,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,16.0,11.6,14.0,14.4,B+,11.5,6.0,,,,,,,,73.5,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
16,M,18/08/1992,20133,EK201330048508,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2010.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,Si,No,Si,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,07,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Directivo,Directivo,Estrato 4,No está clasificada por el SISBEN,Seis,Cinco,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,16.0,12.7,12.8,14.4,B+,11.5,6.0,,,,,,,,73.4,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
17,M,26/12/1988,20131,EK201310112365,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2005.0,Primer semestre,Más del 90%,Entre 3 millones y menos de 5 millones,No,No,Si,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,08,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Educación profesional completa,Empresario,Empresario,Estrato 4,No está clasificada por el SISBEN,Dos,Dos,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Doce,ESCUELA NACIONAL DEL DEPORTE-CALI,DEPORTE,RECREACIÓN Y DEPORTES,76001,CALI,VALLE,UNIVERSITARIO,PRESENCIAL,76001,CALI,INSTITUCIÓN UNIVERSITARIA,OFICIAL NACIONAL,12.1,14.1,13.2,14.9,B+,12.0,7.0,,,,,,,,73.3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
18,M,20/12/1991,20133,EK201330050370,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,Junio,2010.0,2010.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,,Si,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,07,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional incompleta,Otra actividad u ocupación,Profesional independiente,Estrato 6,No está clasificada por el SISBEN,Tres,Dos,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,12.2,14.0,15.0,B+,11.6,6.0,,,,,,,Una Vez,73.3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
19,F,13/03/1993,20133,EK201330057477,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Segundo semestre,Más del 90%,Más de 5 millones,No,No,Si,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,08,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Técnica o tecnológica incompleta,Empresario,Empresario,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA INDUSTRIAL,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,12.2,12.8,14.4,B+,12.3,7.0,,,,,,,,73.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
20,F,20/06/1991,20133,EK201330048005,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,,,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,11,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Postgrado,Profesional independiente,Profesional independiente,Estrato 5,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Ocho,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MEDICINA,MEDICINA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.8,12.8,12.6,14.5,B+,12.5,7.0,,,,,,,,73.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
21,F,28/08/1992,20133,EK201330074297,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Segundo semestre,Menos del 75%,Más de 5 millones,,,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,07,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Directivo,Empleado de nivel técnico o profesional,Estrato 3,Nivel 3,Cinco,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Tres,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,CIENCIA POLITICA,CIENCIAS SOCIALES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,13.6,14.6,12.1,11.9,B1,12.9,8.0,,,,,,,,73.1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
22,M,27/12/1989,20133,EK201330091088,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2009.0,2008.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,,,,Si,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,09,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Pensionado,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,DERECHO,DERECHO,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.1,12.0,13.8,15.0,B+,12.1,7.0,,,,,,,Una Vez,73.0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
23,M,08/08/1991,20133,EK201330048883,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Más del 90%,Más de 5 millones,Si,,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,09,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Directivo,Directivo,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.1,12.6,12.9,15.0,B+,12.3,7.0,,,,,,,,72.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
24,F,12/02/1992,20133,EK201330057097,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,No,Si,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,10,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Trabajador por cuenta propia,Estrato 4,No está clasificada por el SISBEN,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Veinte,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,JURISPRUDENCIA,DERECHO,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.3,13.7,14.0,13.9,B+,12.0,7.0,,,,,,,,72.9,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
25,M,13/03/1990,20133,EK201330048855,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2009.0,2009.0,Primer semestre,Entre el 81% y el 90%,Menos de 500 mil,,,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,09,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Otra actividad u ocupación,Otra actividad u ocupación,Estrato 3,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,SOCIOLOGIA,CIENCIAS SOCIALES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,13.8,12.4,12.6,15.0,B+,12.0,7.0,,,,,,,Ninguna vez,72.80000000000001,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
26,M,15/11/1990,20133,EK201330042082,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,Si,Si,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,10,,,Es habitual o permanente,No,Ninguna,Educación profesional incompleta,Educación profesional completa,Pequeño empresario,Profesional independiente,Estrato 3,No está clasificada por el SISBEN,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MEDICINA,MEDICINA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,12.3,13.8,15.0,B+,11.2,6.0,,,,,,,,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
27,M,06/09/1993,20133,EK201330056568,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Menos de 500 mil,Si,No,No,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,10,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Primaria completa,Postgrado,Trabajador por cuenta propia,Empleado de nivel técnico o profesional,Estrato 3,Esta clasificada en otro nivel del SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,No,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,15.9,13.6,12.9,14.3,B+,11.1,5.0,,,,,,,,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
28,M,06/11/1988,20133,EK201330053444,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,No,No,Si,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,09,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Directivo,Directivo,Estrato 5,No está clasificada por el SISBEN,Cuatro,Tres,"Madera burda, tabla, tablón",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ADMINISTRACION DE EMPRESAS,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,16.0,11.7,11.0,14.5,B+,12.6,7.0,,,,,,,,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
29,M,27/01/1983,20133,EK201330048339,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Casado,,,,,1998.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,No,No,No,Si,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,11,,,Es habitual o permanente,Si,Ninguna,Secundaria (Bachillerato) completa,Primaria completa,Trabajador por cuenta propia,Hogar,Estrato 4,No está clasificada por el SISBEN,Dos,Uno,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD EAN-BOGOTÁ D.C.,MERCADEO,ADMINISTRACIÓN Y AFINES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,DISTANCIA VITUAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.6,11.7,14.0,14.1,B+,12.4,7.0,,,,,,,,72.8,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
30,M,01/05/1991,20133,EK201330083559,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,,,Si,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,07,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Postgrado,Empresario,Profesional independiente,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA INDUSTRIAL,INGENIERÍA,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.6,13.6,12.2,14.3,B+,12.0,7.0,,,,,,,,72.7,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
31,M,29/06/1991,20133,EK201330040396,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Más del 90%,Más de 5 millones,Si,No,No,No,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,08,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empresario,Director o Gerente General,Estrato 6,Esta clasificada en otro nivel del SISBEN,Cinco,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,FILOSOFIA,HUMANIDADES,11001,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,15.9,13.0,11.7,15.0,B+,11.1,6.0,,,,,,,,72.69999999999999,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727"
